id;organization_name;description;organization_url;organization_acronym;publication_url
9353;Comisión Económica para América Latina y el Caribe;Observatorio de Desarrollo Digital (ODD) sobre la base del Banco de Encuestas de Hogares (BADEHOG).;http://www.eclac.org/;CEPAL;
